wafer_id,chip_id,defect_density,parametric_value,process_variability,temperature_stress,wafer_position,failure_mode,silicon_thickness,voltage_variation,die_area,wafer_diameter,etching_time,resistivity,dielectric_constant,planarization_level,photolithography_accuracy,defect_count,wafer_surface_roughness,die_pitch,oxidation_thickness,junction_temperature,metal_layer_count,target
W001,IC001,1.8727005942368125,243.99530235247224,0.0351217019638488,82.28114358820459,Random,Open Circuit,349.89138972565195,0.0267112325587115,3.010373341730857,216.15242875509497,47.46973767982538,0.617445785176128,3.8148431924283055,0.5833506010136279,2.539499742136722,86,0.7791080831297742,182.0249312334625,0.8343232029819939,76.58986540202775,9,1
W002,IC002,4.75357153204958,966.734227535108,0.0837239999515459,81.60893217842283,Edge,Open Circuit,128.7275706608094,0.0375392454625619,0.9213563574790984,275.05763761754343,78.59459182218333,1.0371868642054434,2.9707734640908945,0.7987818980656175,3.946457769080847,8,1.368151754814639,95.57304098420477,1.8363015893270704,121.88295647762116,2,0
W003,IC003,3.659969709057025,958.138119804496,0.0066797077262171,38.10261018349341,Random,No Failure,426.1693172191005,0.0354202764725825,0.6222684900641129,204.36569916031087,64.77485576246085,1.0954509131602397,4.584886587156598,0.5351681871441717,1.6969352484393427,90,1.855212446917554,124.76536127493095,1.042693238438123,61.79030277810947,7,0
W004,IC004,2.993292420985183,247.6316430714387,0.0942343507671357,98.03187820841808,Edge,No Failure,474.9743675187256,0.0257273413852736,1.7980478173042345,215.9555872922499,88.28313012736987,1.471821999037329,4.210370106166765,0.2248965389978788,4.405054115725446,97,1.771119451042943,146.4274459498892,1.7088177047641957,29.094775404713825,4,0
W005,IC005,0.7800932022121826,348.05195547732046,0.0986316842272013,99.6145696499951,Edge,No Failure,177.41910362998834,0.0388449407561336,0.2956736192040514,250.69497309839988,112.4141650598622,0.9511759095993813,3.847814827815337,0.5462123444790817,1.8350762115504504,8,1.408200585770136,146.96767367069342,1.2177030973817915,50.51645409687375,8,0
W006,IC006,0.7799726016810132,895.555740873885,0.008856817382508,26.0476700129281,Random,No Failure,403.7730982703376,0.0336780433343556,1.9501576840083537,275.3538660927492,114.66978588421584,1.4174776504994315,4.724763215854805,0.4629302712753905,2.0326971479016507,84,1.6466990535310873,196.9970834113415,0.9834058072982754,53.47365155465134,1,0
W007,IC007,0.2904180608409973,966.6222208961076,0.0291272522255736,94.91571382494058,Center,Short Circuit,225.3866649514379,0.0403975808455037,3.3902777616758626,260.09699839099056,50.46281375187569,1.4903354162607727,3.3359371228943164,0.8524564972433163,3.729489044008256,16,0.7761410839175388,55.216112294890486,1.349844718518591,76.24253645326793,1,0
W008,IC008,4.330880728874676,443.439102836044,0.0372400666035356,43.155935544349546,Center,Open Circuit,370.6898482919637,0.0177459481427677,4.079399290253585,299.4892568373517,44.60441528846228,1.344501235316334,2.766368948142885,0.5747005629158197,3.864914406518944,4,0.5656989724832683,155.57239164620233,1.300962270622028,25.717404797263388,5,0
W009,IC009,3.005575058716044,320.9970456408978,0.0776391368652726,75.14272654007718,Random,Open Circuit,222.6709621050938,0.0244108554107939,2.9408392331755966,265.4940405151119,114.5961362126704,0.8989804972083498,4.901134967029504,0.1281749986075346,0.736710875944941,13,0.3360035039722152,176.8427000026942,1.9771686469947676,123.82599153937764,1,0
W010,IC010,3.540362888980227,526.094013251542,0.0595926812116733,47.04887365889057,Random,No Failure,444.9372531598885,0.0368488765513331,3.4875128698316917,272.4967342664214,103.11850267597434,1.2534380023962293,4.580733109790618,0.1965814775321465,1.1757694138585868,81,0.4451010702974752,138.24936701029878,1.016645351241638,31.192364276801143,1,0
W011,IC011,0.1029224714790122,687.7692063657348,0.0644365700492567,97.42034586984973,Random,Short Circuit,238.8432341449518,0.0149921385005166,4.182335955979344,299.3915996080402,53.55083934573096,1.045461813110569,4.736195481073025,0.525927704100789,1.623702439669203,23,1.929568360796516,196.3587008722933,1.4805454323106475,48.22202644852651,9,0
W012,IC012,4.849549260809972,273.4745153749798,0.0757509822818506,28.12030866428284,Random,Short Circuit,439.5322792336301,0.0408159027195646,3.8883374811571856,259.2462526184327,102.44589452335094,0.698816953498374,4.7546187075250295,0.736166741517814,4.999397301442348,72,1.8669190719472284,112.64990955226476,1.5343171384041636,92.24492629240304,6,1
W013,IC013,4.162213204002109,736.4731746190728,0.0117978999437025,59.81974535651008,Random,Short Circuit,406.4570287743687,0.0153375908910486,1.6679113850938607,271.46183633371606,96.6949148682528,0.6297016479907259,3.1478387901837985,0.1764849208220344,4.201002384850892,30,0.189146497245893,162.47930816461695,1.43950677635448,122.7569891814054,9,0
W014,IC014,1.0616955533913808,51.65735711464103,0.0833209456910262,54.243823355365976,Center,No Failure,178.52956500157538,0.0229781660413681,2.9097711284939085,229.83275881210145,52.82057988924031,0.5700828665794967,4.58242393079478,0.5523503536525279,3.7177128085947775,84,0.9928873680598632,152.95519652587046,1.2188472332446665,76.18394456442974,3,0
W015,IC015,0.9091248360355032,49.29449276441644,0.0705619804180144,46.0818761822388,Edge,Short Circuit,162.78123238313742,0.0195011469333973,1.397780458077321,253.675551731025,111.52059207483312,0.8264331549256942,4.667838254384197,0.4620955283483695,4.835468287550025,98,0.8093319920596149,54.70444645210989,1.6752137772303275,59.17820627356939,5,0
W016,IC016,0.9170225492671692,386.2877051455452,0.057734172519637,71.64271927041189,Edge,No Failure,411.8623538944389,0.0124394224646854,2.924035538636242,291.19524070358216,58.96241803651121,1.1887608623247738,3.642758884463545,0.3903103605682027,3.592374706203933,62,1.3383863436352816,132.91863722235743,1.652276132614428,41.2473527218487,6,0
W017,IC017,1.5212112147976886,353.4731920607206,0.0889735334783056,30.4844594737334,Center,Short Circuit,256.12130164073125,0.0208262734756181,2.187406743121379,285.3321954180985,73.21611715205464,1.4138562439863904,3.8757731470647983,0.1656718974647299,3.612399861538563,25,0.7239568557144856,89.13784129086406,1.938554093780148,115.33495266917882,9,0
W018,IC018,2.6237821581611893,315.6332153671523,0.0700306353883807,77.33299345069575,Center,No Failure,479.7572677046133,0.0464604483713493,1.9267159900371107,230.6287915224452,84.8335380061495,0.8204375445562113,3.732488852387953,0.803716200596738,4.541804782522375,16,0.6331581834142193,129.31244904447914,1.965444791502488,30.007717093262382,8,0
W019,IC019,2.1597250932105787,491.01976266891,0.0201699962631025,98.44736990438298,Edge,No Failure,477.17930587808456,0.011077145877951,0.9994633261147308,235.7217890005998,47.21369287253125,1.0310214472144237,2.048082373191994,0.7105739500420957,1.8588045805817912,3,1.6374244039033377,182.6111538416344,0.8228736543592448,31.997197024205747,7,0
W020,IC020,1.4561457009902097,320.73358231157124,0.0429745381075666,84.36469715749041,Center,Open Circuit,377.3922522444087,0.0106731572284594,2.8525899214251016,284.6373609609651,85.01592087192525,0.9688117370645524,3.606598565246805,0.8367119465385282,0.5079129917361157,6,1.899519326841538,144.5189589858249,1.481666078094071,31.37820453245204,6,0
W021,IC021,3.059264473611897,192.25791846809196,0.0494042866935733,88.80134023276364,Random,No Failure,300.2321358689809,0.0381706739165754,3.6736483079133935,228.467391154036,93.5644777507741,0.6087631674567685,2.1135101946906723,0.2341272191425442,3.717260750549647,2,0.4853118799315868,139.0833081877551,1.7847110755434803,71.64397252200652,8,0
W022,IC022,0.6974693032602092,309.4695490886009,0.0055217626750405,48.7709394543202,Center,Short Circuit,177.98692313564777,0.0246747965990745,2.899270551097121,288.7617968266798,39.13923777061525,1.2602788781669152,3.353221474398278,0.5579628959879258,1.2025102458235275,40,0.5470607324104126,150.8659164084385,1.9434642919357903,118.1186116394695,4,0
W023,IC023,1.4607232426760908,974.9042728102348,0.0954637513360055,45.9909285184975,Center,Open Circuit,452.9570945507484,0.0191896431549929,0.4392106743369179,277.3769442710383,64.14135201215528,1.0193717303767873,2.1370582143256343,0.1154206774043145,1.7925808443630062,94,0.8963215105781774,129.2476292538174,0.7141201659701082,80.57849478310051,7,1
W024,IC024,1.8318092164684583,411.1134169948486,0.0128577260796878,61.36386837521066,Center,Short Circuit,132.7991817360497,0.0303548860485675,4.629202118909219,215.23564823200203,85.08536387151227,1.4173083613018438,3.3660727532274515,0.2421543673460787,4.20127063386726,20,1.4419760508520263,117.16857970048136,1.923626923449035,60.46666924084626,1,0
W025,IC025,2.28034992108518,444.71277685833576,0.0697461267226726,23.658129180981817,Center,No Failure,248.1405107173178,0.0206670214780239,0.1269061427395775,271.976498009681,113.35952002521346,1.3354492092461825,2.914246836351584,0.7312422386314774,4.000617731900748,59,0.4174188595555779,106.16541140402448,0.8381949378365526,48.852965311391074,3,0
W026,IC026,3.925879806965068,576.54498995114,0.050623103609088,95.6286507565226,Edge,Open Circuit,227.68780418227703,0.0256807169013127,4.43678377691889,283.4326895427912,110.18851285395132,0.7782733242888532,4.32177539434371,0.329557667033925,2.636483325931735,77,0.989073407902238,155.01121705114247,1.3586754239802998,76.44837574815944,6,0
W027,IC027,0.9983689107917988,983.3407684142264,0.0025632249884422,31.502813841295374,Edge,No Failure,483.3715316953237,0.0386134555477237,3.853759299454832,214.4342752165076,45.27005837441392,0.8126193915119225,3.4373033082349584,0.2577984024819543,0.9695173970803646,43,1.6976128439485167,166.35992854481125,1.4814324080353627,69.1513073435639,3,0
W028,IC028,2.571172192068058,241.60127643576303,0.0924747475864361,92.2410431334474,Edge,No Failure,147.2463705969065,0.0146762825793215,0.5731306918369828,245.73488049622225,84.94571057455455,1.036986053920239,3.5362846625525544,0.5337991884975328,1.8423941490114129,90,0.5447265775223564,113.48586123422456,1.8192749313925056,34.34522007327551,7,0
